nfw_performance_summary_optimized_all_queries
Query_ID,PPL_Query,DSL_Query,PPL_Avg_ms,PPL_Median_ms,PPL_Std_ms,PPL_MAD_ms,PPL_P90_ms,PPL_P95_ms,PPL_P99_ms,PPL_Min_ms,PPL_Max_ms,PPL_Raw_Max_ms,PPL_Outlier_Count,PPL_Success_Rate,DSL_Avg_ms,DSL_Median_ms,DSL_Std_ms,DSL_MAD_ms,DSL_P90_ms,DSL_P95_ms,DSL_P99_ms,DSL_Min_ms,DSL_Max_ms,DSL_Raw_Max_ms,DSL_Outlier_Count,DSL_Success_Rate,Winner,PPL_DSL_Ratio,Statistically_Significant,Performance_Outlier,Outlier_Reason
PPL Median,106.86ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,99.08ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.08x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,5/50 (10.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✗ FAIL - Too many inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,106.86ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,177.8% (367.55ms vs 132.31ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,119.45ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.6ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,⚠️ OUTLIER - Failed 1 criterion/criteria: inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recommendation,Investigate query for optimization opportunities or system issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #17,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,103.92ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,100.17ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.04x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0/50 (0.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,103.92ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,0.0% (114.15ms vs 114.15ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,111.33ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),2.1ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #17,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #18,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,122.29ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,98.44ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.24x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,122.29ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,6.8% (141.77ms vs 132.69ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,129.11ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),2.47ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #19,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,121.28ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,103.04ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.18x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,121.28ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,11.0% (165.63ms vs 149.25ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,134.9ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.77ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #20,⚠️ FLAGGED AS OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,174.93ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,269.36ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0.65x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,5/50 (10.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✗ FAIL - Too many inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,174.93ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,89.3% (353.42ms vs 186.71ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,181.83ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.85ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,⚠️ OUTLIER - Failed 1 criterion/criteria: inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recommendation,Investigate query for optimization opportunities or system issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #21,⚠️ FLAGGED AS OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,262.27ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,238.64ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.10x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,7/50 (14.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✗ FAIL - Too many inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,262.27ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✗ FAIL - Significantly slower than other queries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,255.2% (1864.65ms vs 524.97ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,461.45ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),43.38ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,"⚠️ OUTLIER - Failed 2 criterion/criteria: inconsistent executions, slow absolute performance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recommendation,Investigate query for optimization opportunities or system issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #22,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,177.91ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,98.99ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.80x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1/50 (2.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,177.91ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,10.1% (206.41ms vs 187.49ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,186.11ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.08ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note,Had 1 outlier executions but within acceptable range (<5%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #23,⚠️ FLAGGED AS OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,106.35ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,102.4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.04x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,8/50 (16.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✗ FAIL - Too many inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,106.35ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,71.1% (256.79ms vs 150.11ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,147.9ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),4.05ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,⚠️ OUTLIER - Failed 1 criterion/criteria: inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recommendation,Investigate query for optimization opportunities or system issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #24,⚠️ FLAGGED AS OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,181.75ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,115.26ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.58x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.21x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 2.30x, Q1: 1.09x, Q3: 1.54x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,8/50 (16.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✗ FAIL - Too many inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,181.75ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤243.58ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,117.7% (533.54ms vs 245.03ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,234.87ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),5.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,⚠️ OUTLIER - Failed 1 criterion/criteria: inconsistent executions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recommendation,Investigate query for optimization opportunities or system issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #25,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,181.46ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,99.37ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 1: PPL/DSL Performance Ratio (Data-Driven Threshold),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,1.83x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤2.51x (Q3 + 1.5×IQR of all PPL/DSL ratios),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Baseline,"Dataset avg ratio: 3.00x, Q1: 1.10x, Q3: 1.66x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 2: Outlier Execution Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,0/50 (0.0%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤5% (no more than 5 outlier executions per 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criterion 3: Absolute Performance (vs other queries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Value,181.46ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Threshold,≤239.20ms (Q3 + 1.5×IQR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Status,✓ PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Diagnostics:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Raw vs Clean Max Diff,0.0% (196.38ms vs 196.38ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P95 Latency,189.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Variability (MAD),3.36ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDICT,✓ HEALTHY - Passed all outlier detection criteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #25,✓ Normal Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query #26,⚠️ FLAGGED AS OUTLIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPL Median,185.72ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSL Median,106.54ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Success Rate,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
